ID,Name,Description,IsIngredient,HasDurability,MaxStack,HungerRestore,EEffectType1,EffectValue1,Duration1,EEffectType2,EffectValue2,Duration2,EEffectType3,EffectValue3,Duration3,IconPath(Addressable Key),PrefabPath(Addressable),InteractionTag
200089,진실의 토마토 수프,"붉은 진실의 열매로 만든 농축 수프. 진하게 졸여낸 토마토와 향신료가 혼을 깨우며, 거짓을 삼킬 수 없는 묵직한 진정성이 스며든다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_TruthTomatoSoup_Icon,Food_Prefab,Player
200090,빛나는 양파빵,성직자들이 명상과 수련 중 먹는 정화의 빵. 투명하게 빛나는 양파를 카라멜라이즈해 넣어 은은한 단맛과 성스러운 향이 깃들어 있다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_GlowingOnionBread_Icon,Food_Prefab,Player
200091,단단한 겹 파이,"바삭하고 단단한 반죽을 겹겹이 쌓아 만든 방패 같은 파이. 겉은 견고하지만 속은 부드러운 채소와 치즈로 가득 차 있어, 균형잡힌 전사식으로 알려져 있다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_HardenedLayeredPie_Icon,Food_Prefab,Player
200092,대지의 감자 구이,전사들이 전투 후 땅 위에서 바로 구워먹는 감자 요리. 두껍고 탄탄한 감자 껍질 아래 담긴 흙냄새와 담백한 식감이 대지의 생명력을 그대로 전한다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_EarthBakedPotatoRoast_Icon,Food_Prefab,Player
200093,뿌리와 열매의 찜,생명의 근원인 뿌리 채소와 자연이 준 달콤한 열매가 조화를 이룬 찜 요리. 한 입마다 단단한 생명력과 부드러운 위로가 동시에 느껴진다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_RootFruitSteamedDish_Icon,Food_Prefab,Player
200094,붉은 뿌리 스튜,"죽은 자조차도 잠시 눈을 감고 쉰다는 전설의 스튜. 붉게 물든 뿌리 채소와 진한 육수가 어우러져, 깊고 따뜻한 맛으로 혼을 위로한다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_RedRootStew_Icon,Food_Prefab,Player
200095,용맹한 기사의 빵,"전장의 기사가 마지막까지 싸울 수 있도록 만든 전용 비상식. 겉은 방패처럼 단단하고 속은 곡물의 고소함이 가득 차 있어, 한 조각만으로도 하루를 버틸 힘이 생긴다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_KnightBreadOfValor_Icon,Food_Prefab,Player
200096,피 든든 수프,"사냥과 전투를 앞둔 전사들이 가장 먼저 찾는 뜨거운 수프. 빨갛게 끓는 육수에 생기 넘치는 뿌리채소와 단백한 고기를 넣어, 마시면 온몸에 활기가 돈다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_BloodyEnergySoup_Icon,Food_Prefab,Player
200097,쌍둥이 호박 파이,달콤한 노란 호박과 은은한 향신료가 겹겹이 퍼지는 디저트 파이. 모양도 맛도 두 배로 즐거워 축제에서 빠질 수 없는 인기 메뉴다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_TwinPumpkinPie_Icon,Food_Prefab,Player
200098,가을의 피자,"수확의 계절, 들판에서 얻은 옥수수, 버섯, 호박이 풍성하게 올려진 도톰한 피자. 고소하면서도 은은한 단맛이 가을의 낭만을 물씬 풍긴다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_AutumnHarvestPizza_Icon,Food_Prefab,Player
200099,고요한 엘프의 빵,"고요한 숲 속, 엘프들이 사색과 명상을 하며 즐겨 먹는 빵. 밀가루 대신 숲의 열매와 약초로 만들어져, 한 입 베어 물면 마음이 차분히 가라앉는다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_CalmElfBread_Icon,Food_Prefab,Player
200100,노을 달콤 볶음,"해질녘에만 채집되는 붉은 뿌리와 과실을 달콤하게 볶아낸 요리. 따스한 단맛이 입안을 감싸며, 노을을 닮은 향기로 하루의 피로를 풀어준다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_SunsetSweetStirFry_Icon,Food_Prefab,Player
200101,붉은 심장 리조또,"전설 속 붉은 괴수의 심장을 형상화한 리조또. 강렬한 붉은 소스와 불향 가득한 곡물이 어우러져, 용맹한 자들만이 끝까지 맛볼 수 있다는 일품 요리다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_BloodyHeartRisotto_Icon,Food_Prefab,Player
200102,토마토 파스타,"잘 익은 토마토의 진한 산미와 매콤한 향신료가 뒤섞인 파스타. 열정적인 모험가들의 입맛을 사로잡는, 불같은 감정이 담긴 요리다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_TomatoSpicePasta_Icon,Food_Prefab,Player
200103,붉은 햇살 스테이크,"한낮의 태양처럼 뜨겁게 구운 두꺼운 고기 한 조각. 겉은 바삭, 속은 육즙 가득해 불의 정령이 만든 듯한 강렬함을 자랑한다",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_ScorchSunSteak_Icon,Food_Prefab,Player
200104,천상의 밀떡,"하늘 위에서도 먹을 수 있다는 전설의 간식. 구름처럼 가볍고 폭신한 식감에 입 안에서 사르르 녹는 은은한 단맛이 더해져, 한 입에 천상의 기분을 느낄 수 있다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_HeavenlyRicecake_Icon,Food_Prefab,Player
200105,도우 피 카레,부드러운 반죽 속에 매콤한 카레가 숨어 있는 독특한 한 접시. 순한 외형과는 달리 한 입 깨무는 순간 펼쳐지는 매운 향연이 반전의 묘미를 선사한다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_DoughPocketCurry_Icon,Food_Prefab,Player
200106,스테이크 계약 스튜,"단단한 고기와 짙은 육수가 깊은 인연을 맺듯 어우러진 스튜. 전사들이 계약의 증표로 나누어 먹었다는 이야기가 전해질 만큼, 강렬한 맛과 전통을 간직한 전투식이다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_SteakPactStew_Icon,Food_Prefab,Player
200107,슬라베리 잼,끈적한 슬라임 수액의 단맛에 야생 베리의 상큼함을 더한 잼. 예상 밖의 조화로 단골이 많은 인기 아이템.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_SlimeBerryJam_Icon,Food_Prefab,Player
200108,거미버섯 장조림,밤처럼 고소한 버섯과 새우맛이 나는 거미 다리를 간장에 졸여낸 진한 풍미의 요리. 밥도둑으로 명성이 자자하다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_SpiderShroomSoyPickle_Icon,Food_Prefab,Player
200109,달빛 촉수 샐러드,달빛 아래서만 피는 꽃과 향긋한 촉수를 찬물에 무쳐 만든 샐러드. 향으로 시작해 향으로 끝난다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_LunarTentacleSalad_Icon,Food_Prefab,Player
200110,쫀득 뿌리 구이,뿌리의 아삭함과 미믹 관자의 쫀득함을 동시에 즐기는 구이 요리. 씹을수록 감칠맛이 터진다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_ChewyRootGrill_Icon,Food_Prefab,Player
200111,당근 크랩스튜,달큰한 당근과 게딱지 속 살을 진하게 끓여낸 스튜. 어떤 입맛에도 잘 어울리는 궁극의 만능 요리.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_CarrotCrabStew_Icon,Food_Prefab,Player
200112,전사의 옥수수 구이,전사들이 사랑하는 고단백 육류와 고소한 옥수수의 조합. 전투 전 기력 보충에 최고.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_WarriorCornRoast_Icon,Food_Prefab,Player
200113,눈물의 도마뱀 튀김,양파의 단맛과 도마뱀 다리의 바삭함이 어우러진 튀김 요리. 먹는 순간 눈물과 감탄이 함께 흐른다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_TearLizardTempura_Icon,Food_Prefab,Player
200114,용기의 감자 전골,"악명 높은 고기와 담백한 감자를 푹 끓여낸 전골. 처음은 도전, 두 번째는 중독.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_CouragePotatoHotpot_Icon,Food_Prefab,Player
200115,위험한 호박찜,달큰한 호박에 약간의 스릴을 더한 찜 요리. 고수들 사이에서만 전해지는 마성의 레시피.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_PerilousPumpkinSteamedDish_Icon,Food_Prefab,Player
200116,붉은 지느러미 스튜,토마토의 산미와 가오리 날개의 부드러움이 어우러진 건강한 던전식. 모험 후 회복용으로 최고다.,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_RedFinStew_Icon,Food_Prefab,Player
200117,불꼬리 파이,바삭하게 구운 밀 반죽 속에 매콤한 샐러맨더 꼬리를 가득 채운 파이. 한 입 베어물면 열기 가득!,FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_FlameTailPie_Icon,Food_Prefab,Player
200118,두 얼굴의 스튜,"토마토의 산미와 생선의 담백함, 닭고기의 풍미까지 모두 담은 이색 스튜. 보기엔 괴상해도 맛은 일품이라 미식가들이 줄 선다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_TwoFacedStew_Icon,Food_Prefab,Player
200119,선염꼬리 샐러드,"화끈한 매운맛이 어우러진 시원한 샐러드. 사막 지대에서 사랑받는 냉요리로, 먹는 순간 입안이 오아시스처럼 상쾌해진다.",FALSE,FALSE,99,25,HungerRecoveryOverTime,1,60,MoveSpeed,0.1,60,,,,Food_BurntTailSalad_Icon,Food_Prefab,Player
200120,애매한 요리,…정말 이걸 먹으시겠다고요? 괜찮으시겠어요?,FALSE,FALSE,99,10,HungerRecoveryOverTime,1,60,MoveSpeed,-0.1,60,,,,Food_AmbiguousDish_Icon,Food_Prefab,Player
200121,단단한 요리,턱이 나가도 책임지지 않습니다. 주의하세요!,FALSE,FALSE,99,5,HungerRecoveryOverTime,1,60,MoveSpeed,-0.1,60,,,,Food_SturdyDish_Icon,Food_Prefab,Player
200122,분노의 화염 스테이크,한입에 용의 분노가 폭발하는 전설의 스테이크,FALSE,FALSE,1,25,HungerRecoveryOverTime,1,600,BossDamage,0.1,60,BossDefense,10,60,Food_FlameRageSteak_Icon,Food_Prefab,Player
